id,predicted_price
188734,11382.204293271247
188735,10672.258937144215
188736,19076.654148987112
188737,76764.42504129792
188738,200023.90401825964
188739,57504.50007890987
188740,93105.80756616857
188741,54815.10084786533
188742,25322.045041438894
188743,25034.26116735598
188744,143647.23865069076
188745,78783.19674030831
188746,81654.78758129542
188747,19194.211550293967
188748,25296.8169739333
188749,412095.0317944334
188750,12440.149845009306
188751,46756.46001380458
188752,104074.34727551296
188753,14914.392010720127
188754,63290.13589026937
188755,358298.5600360302
188756,30273.485675276766
188757,23036.967008026124
188758,15845.452922103046
188759,20206.397063564953
188760,17479.42138577098
188761,20467.552583084278
188762,204186.46941764234
188763,41042.957475975265
188764,14064.814434180698
188765,66715.8886997949
188766,9483.201344954286
188767,20760.356380874626
188768,24590.005616228525
188769,46742.999425908114
188770,62600.46887643232
188771,10586.654494857627
188772,11074.4319357735
188773,39829.035570986925
188774,16658.059470404754
188775,65523.272289058725
188776,10107.035445289155
188777,18250.39442690559
188778,35674.10581391983
188779,63590.204192487734
188780,172549.45829820246
188781,74716.78001535212
188782,66902.09924959426
188783,17415.505977934554
188784,1041815.8700056825
188785,66339.705986985
188786,55791.69477814975
188787,10475.995281949254
188788,39135.86173774157
188789,35798.45969679266
188790,13827.150822472391
188791,10757.250131164736
188792,110833.80220933804
188793,2823.847352058103
188794,69572.18973020524
188795,190349.67382267668
188796,47911.354491772225
188797,236772.1799763559
188798,28053.67841602571
188799,14922.251461748328
188800,53975.2245670356
188801,85059.39405798484
188802,44264.55436332639
188803,109130.9104470071
188804,17335.48911287717
188805,15752.436866115637
188806,116503.12684805012
188807,23058.357383742114
188808,49587.6448029323
188809,799009.0621715863
188810,39444.02648588683
188811,251495.9302757793
188812,48310.608292653706
188813,12224.603975671667
188814,16178.452952173113
188815,22749.508905238086
188816,167851.72267973906
188817,114709.07733370161
188818,16062.424714866072
188819,33161.15299259787
188820,18765.744893278443
188821,94191.2286402531
188822,12938.737869774683
188823,18345.5789173436
188824,14112.598588926372
188825,16105.138001902891
188826,10988.44662358283
188827,35447.47857337604
188828,25767.63068831809
188829,26012.50159762164
188830,69802.60966565777
188831,72725.70039889214
188832,8897.447755046698
188833,19366.876289766966
188834,30845.830280719594
188835,17740.121885642966
188836,302033.87234862166
188837,171997.2560653245
188838,46298.99859080986
188839,21436.275433055103
188840,63882.3148992732
188841,44083.47757497643
188842,18929.29753788432
188843,52570.445247829855
188844,42001.036749101586
188845,17654.689276813326
188846,30009.527104031957
188847,283582.64913331904
188848,15330.542464744365
188849,39691.94163303809
188850,207025.2387576299
188851,174728.89544620243
188852,19978.053611199306
188853,26125.152740358262
188854,9589.099008102108
188855,33153.010819392424
188856,394870.57299101684
188857,19757.222332202604
188858,78508.96253322854
188859,251446.2067696261
188860,12438.242323023649
188861,81183.27973784374
188862,209826.28328362168
188863,30988.3135796953
188864,10844.54551584438
188865,26630.20797124232
188866,90121.70788304816
188867,10877.266467423658
188868,222312.62626642032
188869,14843.799079338442
188870,5343.92008542212
188871,12296.697107471144
188872,18397.21374290856
188873,68930.06933772846
188874,21289.692538227453
188875,10441.16442939498
188876,24310.248129995285
188877,21485.001023864792
188878,71243.82379588022
188879,214224.93962666427
188880,122460.40826129797
188881,15527.256319533211
188882,41947.55505914808
188883,29024.777878405068
188884,211482.08416571555
188885,25180.85563037718
188886,173225.4913907181
188887,608191.9648908215
188888,506678.4236008233
188889,75824.19468123122
188890,13137.23845524553
188891,85963.76575151588
188892,38319.613244543565
188893,179823.31235718727
188894,10894.77940221416
188895,107183.81610544943
188896,19337.36430489134
188897,31761.083474306746
188898,9789.10367364443
188899,288198.0355113721
188900,11829.349105584857
188901,15805.314753378065
188902,113766.78142128963
188903,367873.2116591101
188904,3382.1782859252926
188905,364743.19434972596
188906,54494.032270935655
188907,65347.27365925712
188908,36834.53086291414
188909,226003.3391625676
188910,10689.446148202653
188911,74507.43803185763
188912,14892.331551677245
188913,50630.87062800178
188914,608672.5486899122
188915,207744.7555358354
188916,13700.956470104764
188917,76096.98234813494
188918,12000.89654650928
188919,35874.556938921865
188920,12777.397195022833
188921,130772.33983556337
188922,81848.27256615137
188923,66421.55019947002
188924,135701.12725723325
188925,266496.11620708054
188926,169704.26684234766
188927,5018.682437005809
188928,57050.289347644364
188929,8837.575565947925
188930,13690.857567634957
188931,22257.20906360462
188932,31537.729215995212
188933,111990.32682199891
188934,7699.55251424895
188935,75777.1423835961
188936,28178.330034928716
188937,54235.18773385257
188938,15655.487446405808
188939,116609.64084490924
188940,9095.860034815
188941,51946.19595679826
188942,213650.045541776
188943,45706.47836575556
188944,272984.80483273964
188945,24302.50476868937
188946,62937.67107225135
188947,26056.992225163107
188948,101184.66480350925
188949,206852.02482096333
188950,158500.71657100294
188951,21224.685571311766
188952,22524.018378501467
188953,11895.622887678976
188954,15616.728712209748
188955,80465.66355634254
188956,23656.98646432108
188957,33430.05095491624
188958,11038.35731849468
188959,21881.546908391832
188960,81858.5295803432
188961,63976.12823812499
188962,15427.830969197028
188963,45780.71074016597
188964,83651.08697434215
188965,5327.093060601917
188966,40206.9748897542
188967,59212.3216026316
188968,63687.10960783426
188969,60353.678884310575
188970,13730.964486271354
188971,19963.036231582395
188972,122595.69232170093
188973,176072.05258378727
188974,40527.31576610226
188975,96933.22127537843
188976,11175.325355881498
188977,37730.17867279353
188978,8598.266502559869
188979,100327.89319610149
188980,17175.812357445546
188981,10453.116302583861
188982,39704.03924983417
188983,262461.76814586297
188984,64699.79956855682
188985,20667.741117723228
188986,31417.434461898716
188987,48297.725728687095
188988,28137.058275776337
188989,49760.6054190616
188990,43803.082251727195
188991,533930.0713512562
188992,22117.4743172323
188993,22909.501676425007
188994,31050.891066745524
188995,31263.374408532807
188996,23241.894112772916
188997,103109.67136596683
188998,37170.965138555286
188999,16370.121790906978
189000,12154.334963560537
189001,16057.289666186007
189002,23875.80639301044
189003,277928.0662965412
189004,252816.16758270218
189005,94578.74590914472
189006,185207.5739768198
189007,23250.94592011441
189008,21375.849892526352
189009,22322.152691221265
189010,38650.15627855986
189011,21124.509089448453
189012,51025.237535397486
189013,47728.624213812815
189014,147271.82720855958
189015,33754.414867847634
189016,67989.03279516571
189017,15932.81169735449
189018,22078.41506453919
189019,11858.818113547375
189020,12581.093825924487
189021,43436.24820623865
189022,27048.790090669656
189023,91873.95742705643
189024,45879.246234251324
189025,65137.88506201768
189026,36134.68452875114
189027,15786.496602773139
189028,294957.0866352493
189029,26889.44047637664
189030,41582.918397144465
189031,40542.38204255897
189032,30096.46863688511
189033,21436.311587790828
189034,130134.54084285148
189035,395259.9712016037
189036,98056.41915343262
189037,11714.510832315307
189038,43414.48169843883
189039,60408.58258501375
189040,11190.563035532738
189041,13278.330469798027
189042,18014.329483684753
189043,70713.50896374365
189044,17631.96214224551
189045,33294.01142231363
189046,12531.793822352083
189047,13196.583418033857
189048,18436.628290920224
189049,33360.723687216676
189050,67803.98538864814
189051,12274.933591196943
189052,33672.484662709576
189053,9863.22018786193
189054,65661.02382615388
189055,60523.66472528805
189056,432281.04459775705
189057,17791.694727217386
189058,9693.408422092805
189059,112120.12694112056
189060,14399.593039167416
189061,2900.3630702530136
189062,34427.09226750773
189063,22300.279137099515
189064,9206.676989111198
189065,157528.26942108557
189066,12685.235046359132
189067,50073.448653506784
189068,16256.754400170092
189069,29508.80064211037
189070,65834.65812600983
189071,11517.360024871145
189072,395761.3282932377
189073,182279.32495915383
189074,18186.81454713108
189075,42570.669817568014
189076,18045.795964100227
189077,49946.50030712415
189078,59965.60546535725
189079,46199.33281328418
189080,126545.38698474926
189081,48186.814935550276
189082,19166.456304385
189083,10972.553339970145
189084,18999.010216587172
189085,126761.25733378126
189086,8695.625563813104
189087,47312.30013821095
189088,45161.716133243
189089,20340.1746738845
189090,12458.407479252917
189091,36805.26373526598
189092,7043.612591162542
189093,54166.96209897251
189094,13921.114236531404
189095,37865.85814152384
189096,16835.62348933404
189097,51424.94562196262
189098,15170.611556409942
189099,840.3755290648405
189100,10673.784012730379
189101,871528.2687863695
189102,96357.15654718303
189103,61555.15268575621
189104,12384.323974315572
189105,105172.64231168202
189106,118803.29037927442
189107,115212.14884522095
189108,315411.9568919678
189109,26166.55531736035
189110,16084.316070076704
189111,18133.98178726496
189112,29261.71452573476
189113,111280.73015072137
189114,8384.306802985513
189115,26571.703636929
189116,14931.671257974704
189117,13958.456840184324
189118,55299.66894312785
189119,46924.49576385087
189120,449826.4891793294
189121,166385.2710776889
189122,8358.4373141553
189123,12210.73466944474
189124,16430.28781424693
189125,190538.87500102856
189126,12963.46788333527
189127,33817.33725967139
189128,138490.67561870493
189129,14212.148685354543
189130,126591.45486477004
189131,47889.140226321615
189132,48446.579036204545
189133,161296.31610645627
189134,53010.34162764744
189135,157184.8614198679
189136,113019.73930216512
189137,12765.190004192918
189138,9828.01113710086
189139,11074.4319357735
189140,13816.490020255791
189141,8308.59546747322
189142,17457.244409658208
189143,17836.23858542692
189144,17413.81303116812
189145,144901.07490228844
189146,37628.59095191539
189147,34228.74600787304
189148,41609.63818997971
189149,50386.431981793045
189150,111818.31086792344
189151,1949.5515320293925
189152,63759.2945110376
189153,39941.78574266713
189154,13748.715456626389
189155,16510.167750427703
189156,71595.3239857703
189157,11489.901883411494
189158,13658.331501840265
189159,14858.892806796204
189160,33257.40959557554
189161,19114.907969224078
189162,19125.453801284348
189163,68190.1243668674
189164,14322.855932755454
189165,8196.203452010508
189166,94425.82262196808
189167,23657.766243463346
189168,12840.906778120152
189169,19699.0070813131
189170,51155.45630747941
189171,14180.417263901389
189172,47677.75226245985
189173,12456.459439031583
189174,42691.334113346245
189175,11548.552547190993
189176,55171.81474381177
189177,186023.66312284805
189178,105204.59709756065
189179,10020.30170104721
189180,128327.91823608206
189181,42660.01080888622
189182,38465.15143458694
189183,51840.091013750825
189184,271785.68310205557
189185,6092.709578965434
189186,89883.22389016484
189187,127559.83146802464
189188,346111.724274105
189189,7409.548989301453
189190,14051.603013749598
189191,13341.589788189438
189192,84546.8990648575
189193,48982.64335997817
189194,29350.98342250419
189195,19385.053064651496
189196,11267.600880669637
189197,29476.513049381792
189198,11061.27872368219
189199,17197.36848677289
189200,49806.15381667327
189201,44511.04415930115
189202,19746.67316669921
189203,12624.814149181544
189204,51566.98370156919
189205,27398.23578605432
189206,148294.70574039797
189207,175920.37354774584
189208,34566.4008244473
189209,691832.3514667322
189210,103634.34675095619
189211,12904.743877713234
189212,8715.938696302364
189213,60089.759542969885
189214,103019.04891974972
189215,15299.462184322478
189216,129348.86076016723
189217,13959.152441689239
189218,139724.34985052486
189219,21558.920002572417
189220,319735.9099005759
189221,30911.24205218981
189222,108166.72360050154
189223,82826.16064368394
189224,21105.941998861374
189225,29931.338198563353
189226,35597.74766971044
189227,133537.17407092004
189228,15943.208941642486
189229,72680.29432913073
189230,6967.76930951418
189231,84984.30077477588
189232,304454.3710546559
189233,43863.17363554654
189234,72192.61387830274
189235,11286.479901181418
189236,68807.42233032755
189237,110513.53452704487
189238,14160.302162823515
189239,7365.2889447646885
189240,169728.09333499218
189241,6255.950291232359
189242,8072.990863834646
189243,53466.37278049983
189244,74482.00368809473
189245,30231.646040121726
189246,10813.920976476002
189247,5327.472127967194
189248,63535.46293814268
189249,24831.713766560417
189250,8157.5354145427045
189251,151313.23753718915
189252,7356.20501748105
189253,186415.2077503363
189254,18221.42938317273
189255,191060.91809565228
189256,48407.44374828605
189257,161203.48458252978
189258,11567.551230614576
189259,8093.176936256779
189260,18547.849055513834
189261,25107.94662137216
189262,28968.84080562382
189263,73163.29100833304
189264,91099.54531979939
189265,64503.39300107406
189266,66567.63339690542
189267,76523.43712517146
189268,65640.69359886902
189269,21897.37224711809
189270,200792.84276550842
189271,107292.74890115688
189272,20565.763276669102
189273,76777.85581477499
189274,44593.76491782227
189275,89424.82544323089
189276,37377.31322371323
189277,19422.447200930277
189278,49460.517860814565
189279,107202.67490171661
189280,69313.18208122338
189281,307783.1887025029
189282,60348.450287362684
189283,173492.50204731425
189284,44397.28209642549
189285,365938.1362503034
189286,16242.862807331232
189287,55193.48013356065
189288,-29437.48324625734
189289,10982.36965454599
189290,40008.25304338291
189291,131638.58992377997
189292,17760.19743525178
189293,49472.857460574975
189294,22176.637730430954
189295,19486.608999927965
189296,16640.167720322872
189297,50503.45675269232
189298,59631.12730458344
189299,94591.77627420911
189300,271789.90311619773
189301,19890.170254241893
189302,53982.82454446855
189303,12646.180636316953
189304,233677.04618213663
189305,44620.80050254529
189306,25856.094039456068
189307,244196.0016602999
189308,-458.6699965925436
189309,31443.34600295729
189310,20643.884619674533
189311,-37053.16113637286
189312,32471.77618547628
189313,160286.3518408024
189314,102386.78985028391
189315,437033.685188352
189316,64873.08480412135
189317,322361.15416261106
189318,6389.983366359978
189319,2481.448560276469
189320,94449.85031326802
189321,71083.08128736899
189322,15875.767411246092
189323,12371.286906311409
189324,139899.44288447045
189325,6080.657257335224
189326,6892.01330750066
189327,17711.9373865835
189328,301803.618005404
189329,286149.21586870635
189330,83179.80777489561
189331,52501.07548537447
189332,104308.7419462568
189333,21107.195917132674
189334,25345.66389864274
189335,29422.575673712643
189336,18453.715867281087
189337,7980.933916249502
189338,25336.097808479408
189339,48752.19842418398
189340,23232.158754108852
189341,401187.5854740069
189342,18046.8308701818
189343,101095.84581792395
189344,320833.0924504992
189345,19823.438393771834
189346,18987.496268874136
189347,56554.81739610168
189348,43005.78047617288
189349,93785.39241044011
189350,61699.19384753798
189351,489745.7435220594
189352,72584.48771485951
189353,12080.130247828736
189354,205754.9149775541
189355,30575.901264687112
189356,2957.399206385424
189357,18653.908672335605
189358,311002.18155097275
189359,30406.914544033156
189360,169203.88641458593
189361,9874.682995189614
189362,26075.47188001583
189363,329899.9193387135
189364,13911.877747211143
189365,275527.3011930514
189366,6449.121606255838
189367,39156.67346015653
189368,150432.40227304143
189369,132854.7267970448
189370,13040.801543163041
189371,63515.33146147389
189372,14303.046974324196
189373,122922.92393897976
189374,8196.251584989717
189375,44897.01200089833
189376,10570.394144993887
189377,11160.129033886868
189378,12439.181871906669
189379,163219.96341050687
189380,17774.086631707232
189381,10324.243950991964
189382,32968.60206099934
189383,65487.47382614273
189384,33560.871508995
189385,41824.76940460245
189386,27712.40242506052
189387,20175.815232174064
189388,261990.74884392472
189389,52961.474313129605
189390,67450.06234142566
189391,300020.50884664664
189392,5451.154279205279
189393,56013.71737428949
189394,12392.200644272685
189395,9341.142169785177
189396,25172.37447438254
189397,184698.5841183039
189398,12469.509570327325
189399,-2461.671110425923
189400,59070.20166268395
189401,10202.38728763695
189402,84301.91565441442
189403,151453.18308991627
189404,61040.81785511236
189405,129609.33956673963
189406,11182.42859931849
189407,106388.31834755605
189408,124013.07105777416
189409,28030.040708081375
189410,58395.402881528214
189411,352619.2891152078
189412,31950.39442200964
189413,41651.891463970125
189414,94697.8478204468
189415,947253.323646676
189416,71912.35292282085
189417,16762.818642787042
189418,103273.4109193996
189419,10891.678588935843
189420,29602.923135217075
189421,128919.62008955155
189422,109713.3693632606
189423,76508.38009102175
189424,125802.44023921844
189425,56869.16535046935
189426,9513.9828229591
189427,88840.49675631305
189428,24923.608827218846
189429,7578.4850907119035
189430,18970.923787563708
189431,317736.4226594611
189432,19390.377300206
189433,101764.93866084641
189434,50038.204001223516
189435,12985.818450248047
189436,3530.588870512991
189437,15638.843094679181
189438,16259.727701645621
189439,29535.11526261236
189440,22924.88361207294
189441,120043.41684036567
189442,29242.339913192613
189443,173218.2454680468
189444,13980.83476873366
189445,50333.08183043549
189446,199497.483747397
189447,14676.14062726654
189448,404972.9002001778
189449,8152.4522009762
189450,44998.94925691889
189451,58903.54209652535
189452,15403.204471528548
189453,41833.44123517453
189454,254805.20964112363
189455,66947.69586457117
189456,134636.14922778058
189457,19678.014832017772
189458,78696.9304196524
189459,14855.09473618555
189460,8504.625860544009
189461,156561.01671836263
189462,87517.75792505586
189463,46424.04119315226
189464,113932.40102437249
189465,191324.93427575714
189466,17821.42539962209
189467,68200.57284563099
189468,27282.654525939997
189469,16023.952135085103
189470,204821.30457826238
189471,385129.19796335587
189472,36443.27092664697
189473,15360.885177748285
189474,75136.54830952603
189475,38917.956333669936
189476,64934.451907512674
189477,69524.59659392308
189478,73402.32193745751
189479,193639.1574317313
189480,447476.75040996255
189481,76012.65146312352
189482,30109.021292302437
189483,148649.80136001512
189484,142565.40670161718
189485,15991.210014462766
189486,96284.4937368237
189487,16566.81849635516
189488,17752.003054175344
189489,41151.60314898228
189490,46445.3268018877
189491,229340.75679379926
189492,201055.94302622098
189493,26112.99500982375
189494,173369.56988041528
189495,11333.765526301777
189496,52685.56206037237
189497,46958.74432532728
189498,29972.338233647384
189499,449034.2168902815
189500,34327.39850451339
189501,4589.758274175685
189502,18152.134168208522
189503,25357.09401463059
189504,19073.113857831824
189505,175551.46764291028
189506,122366.58612256045
189507,134518.0815492351
189508,61313.259718204295
189509,67652.59271281658
189510,18475.890719871913
189511,10480.217517144913
189512,32672.766341390117
189513,35313.59533997625
189514,17414.361290353714
189515,12841.184690486269
189516,12092.104694212187
189517,11625.461340056074
189518,50462.562316138836
189519,15041.3444264928
189520,15422.196005671787
189521,24363.89632260012
189522,26343.46894337016
189523,36080.57616029519
189524,44655.17986811998
189525,142565.9518734011
189526,17262.292268383775
189527,33062.25273974962
189528,167098.7921649328
189529,586829.9051193168
189530,394246.75139149674
189531,17092.135655677186
189532,25075.842144654463
189533,104953.38510212266
189534,174689.37918592035
189535,184213.81001390744
189536,97299.83798257289
189537,174784.85433071567
189538,33121.01466682716
189539,21552.39787341908
189540,25697.508128364145
189541,21048.86386466313
189542,312262.88673885254
189543,45628.36879227036
189544,13598.353934168452
189545,17373.172251958877
189546,51121.87812887931
189547,121856.5055252171
189548,260174.76519283996
189549,10686.19475391745
189550,37042.48186575626
189551,8003.642638904879
189552,32325.82194156117
189553,156956.14523836103
189554,22707.67100477526
189555,114265.89445717719
189556,9647.541216881531
189557,21022.938668390903
189558,107234.11927069147
189559,150188.67407106762
189560,239518.86514193477
189561,10990.490465947485
189562,43066.95693362245
189563,128668.4822157733
189564,13925.044587462064
189565,45226.161799384055
189566,73371.25327441811
189567,52125.04471190449
189568,14107.137865170647
189569,43231.90595695906
189570,16756.856594378085
189571,28156.692956516712
189572,13585.994779783832
189573,56375.449847177115
189574,9607.30785142575
189575,129965.83142381256
189576,108571.35996809107
189577,25792.153688780214
189578,187552.61910397673
189579,99205.85587305471
189580,63651.775448626206
189581,24671.37270580348
189582,363256.0315311584
189583,48018.39163512284
189584,48381.05622113297
189585,203191.00700477124
189586,56214.365787362796
189587,14027.339785900269
189588,93703.68407890064
189589,48760.17868966958
189590,91770.9250044138
189591,45747.43347606405
189592,28829.814833137927
189593,128477.64493985231
189594,48342.80922949995
189595,19361.25615912055
189596,63842.394753651126
189597,27866.952961680818
189598,2498.875354803102
189599,261928.07236088536
189600,347458.76042982284
189601,194653.21342718296
189602,53415.632592785354
189603,84654.69207949008
189604,15887.696359986025
189605,76003.23091840965
189606,104499.3002530121
189607,87869.32077622638
189608,47583.92216700529
189609,205625.33190403765
189610,68369.1241896096
189611,83883.79454778449
189612,68554.59696521319
189613,56794.90511054725
189614,7089.478793106755
189615,40486.8241393957
189616,68826.95553696234
189617,216038.8838532293
189618,9348.1863802929
189619,145988.30434832588
189620,42662.87764915585
189621,33175.61679958485
189622,58995.702292830836
189623,65353.247987608236
189624,17065.54808191286
189625,35795.67404390449
189626,63156.719262004975
189627,19333.053837256448
189628,88790.49711830131
189629,35505.97672579422
189630,14296.197506321405
189631,60602.56087750141
189632,41562.338461333406
189633,7535.493970679767
189634,20340.82390805973
189635,49753.176839721455
189636,11513.120279035466
189637,27892.281877861446
189638,12625.183921276064
189639,126517.40462509076
189640,172264.67685131516
189641,33106.490245829875
189642,15398.945770454891
189643,19514.970057532784
189644,12411.491708272752
189645,33073.21669452046
189646,24073.274243257187
189647,192649.14064179087
189648,32324.501329908846
189649,14914.143777210906
189650,84081.33761658403
189651,128595.8325203515
189652,14670.109681793063
189653,-4828.517636274002
189654,104649.35485254013
189655,114943.73250908723
189656,54427.74632435295
189657,6501.623100797704
189658,77973.05645441115
189659,309120.801103837
189660,8814.59249634212
189661,224697.97051925716
189662,30607.181576874405
189663,112987.12647339544
189664,39135.82363226984
189665,33466.3353135154
189666,22464.89973362686
189667,28491.898663352054
189668,45040.7775185681
189669,8029.072602641063
189670,50100.57126032852
189671,29478.545331189358
189672,131942.42176339217
189673,23713.315421213163
189674,12472.297206587424
189675,60041.26457658534
189676,31926.599073813602
189677,42196.64718899989
189678,35882.45879599293
189679,112112.07403254989
189680,77627.1316428159
189681,35332.168062404235
189682,31363.857944512212
189683,13810.850184707193
189684,13997.607887102346
189685,8400.62146556787
189686,9863.109565245526
189687,16204.227004661905
189688,11345.351775452695
189689,22660.20520545075
189690,55453.081624267965
189691,14750.917131511334
189692,8414.413058157632
189693,111814.88430501684
189694,15880.22784865821
189695,41966.21593623461
189696,277839.4805915573
189697,10701.08862205103
189698,10603.91243616445
189699,21581.701731900153
189700,13968.55363856852
189701,20414.596264149288
189702,82602.32057663752
189703,14003.480788175511
189704,35466.578316386796
189705,61752.291487942035
189706,42606.40552022201
189707,25763.242930896235
189708,50136.89992794267
189709,16844.51120449566
189710,15694.483197874499
189711,18320.446381972564
189712,20086.31796046878
189713,31243.453403737243
189714,29475.432660055492
189715,17013.253215099263
189716,79801.4452283704
189717,36123.84819209186
189718,16199.388086540352
189719,14370.486158360436
189720,107812.98940926713
189721,8099.646443534955
189722,12374.61170464873
189723,21785.395970723726
189724,12936.262567095724
189725,22793.768865479444
189726,84763.56357944415
189727,8855.00173431442
189728,138897.20787701206
189729,52348.819412080586
189730,70378.90743914302
189731,5767.756814849599
189732,164043.73972457787
189733,42780.94614717855
189734,736123.7123637289
189735,52721.30456907682
189736,8151.341382560247
189737,22169.64734429953
189738,134920.46076173044
189739,145737.4374189293
189740,50611.212599288854
189741,225631.1777983227
189742,9946.448065698125
189743,12837.597376760106
189744,79624.08379007157
189745,24676.423361247038
189746,36755.9829570331
189747,21260.868089916465
189748,31042.46790852023
189749,37301.02819354842
189750,6715.760005136086
189751,67864.28262167796
189752,47445.05474934318
189753,23839.712126319864
189754,120433.3104436569
189755,52522.92700369978
189756,9791.906907233846
189757,183697.98139341734
189758,33863.482822163365
189759,118979.46457176213
189760,353730.1327057528
189761,21250.16552364833
189762,101534.97588422245
189763,15767.905227251744
189764,112790.7799364057
189765,112025.72978499725
189766,117923.53092341677
189767,7328.330614610575
189768,12772.650162571314
189769,24973.257353205845
189770,481371.11165316665
189771,14325.981733375378
189772,15337.135548009657
189773,47583.354251259625
189774,322432.64982561657
189775,49047.89219803527
189776,45367.647639346906
189777,7013.58295445994
189778,12015.491425980945
189779,27528.159557476378
189780,7499.251125009243
189781,16191.154308271227
189782,124672.50118471879
189783,66576.83303975106
189784,55727.78664902124
189785,90502.7161820782
189786,270887.5538300569
189787,193436.79743507438
189788,73290.19813182892
189789,13143.939652406887
189790,33494.6537672909
189791,18634.93628236351
189792,9769.934506223908
189793,56063.83455054095
189794,151782.12620338277
189795,181482.83303188824
189796,23303.752686637647
189797,88465.89259195831
189798,58479.5973655015
189799,25904.85007309921
189800,124841.28972435511
189801,195122.62733190082
189802,41641.99739431186
189803,13136.033204182182
